,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.09430484771728516,0.008442683992733088,0.004416131973266601,0.00043874674411732543,5.0,0.65,5.0,l1,liblinear,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5988815042956719,0.6079308472727178,0.6016821706816557,0.637835005854036,0.6002910365358455,0.6093241129279854,0.014586679060547062,28
1,0.018779754638671875,0.004969522650967452,0.0,0.0,5.0,0.65,5.0,l1,newton-cg,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,307
2,0.023658227920532227,0.004479480587093417,0.0,0.0,5.0,0.65,5.0,l1,sag,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,362
3,0.01923260688781738,0.0028856381672311667,0.0,0.0,5.0,0.65,5.0,l1,lbfgs,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,340
4,0.3009516716003418,0.06094624618848144,0.005087709426879883,0.0015465033114075862,5.0,0.65,5.0,l2,liblinear,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.595114589846313,0.6056202672347916,0.5986168078723333,0.6176136028837211,0.6023162511624809,0.603856303799928,0.007728084984375973,151
5,0.15585002899169922,0.015982150267945767,0.00459141731262207,0.0011133021087343302,5.0,0.65,5.0,l2,newton-cg,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.6017838810025551,0.6067897089132298,0.5996915422630653,0.6318285343902196,0.6050818668354132,0.6090351066808966,0.011662698941664362,31
6,0.13715782165527343,0.012396369196614456,0.004847955703735351,0.0030793151569245003,5.0,0.65,5.0,l2,sag,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'sag'}",0.5941175411105708,0.6004947934758277,0.5974741820361797,0.6404469050467683,0.5781212771789951,0.6021309397696684,0.020655043055809796,241
7,0.04621343612670899,0.006842163379184456,0.004830741882324218,0.0007776475312296665,5.0,0.65,5.0,l2,lbfgs,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5958530491680111,0.6046553813614925,0.5890184946545094,0.6323050554788398,0.5860799479413521,0.601582385720841,0.016639278664868133,271
8,7.851133680343628,3.9774783793045296,0.0043108463287353516,0.0003325948920286945,5.0,0.65,30.0,l1,liblinear,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5965053120183611,0.605809384865958,0.5986475511683733,0.6181413627990746,0.6025442639414443,0.6043295749586423,0.007611138430627479,130
9,0.014574718475341798,0.004906769009261784,0.0,0.0,5.0,0.65,30.0,l1,newton-cg,"{'C': 5.0, 'l1_ratio': 0.65, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,302
