,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.1088599681854248,0.01223553849579814,0.0028285980224609375,0.00047891614219564883,balanced,gini,2,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 2}",0.5444709466430977,0.5789958497042303,0.6054847321106042,0.6291513056934022,0.6172344355658944,0.5950674539434457,0.030265183702039802,7
1,0.1841035842895508,0.003599905252650814,0.002729511260986328,8.084163358660101e-05,balanced,gini,4,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4}",0.5788903555154162,0.638945495526789,0.6123091033461515,0.6109820177337579,0.6034595174839686,0.6089172979212166,0.019229481017056512,2
2,0.334303617477417,0.06915407139282605,0.003298044204711914,0.0007566794681459136,balanced,gini,6,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6}",0.6082113074332236,0.6033116169686116,0.6104100643303471,0.5704200815209733,0.5675558311065793,0.5919817802719469,0.018936199462646415,8
3,0.39893031120300293,0.02798159016456435,0.0034241676330566406,0.0009837011081115193,balanced,gini,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 8}",0.5838215655852226,0.5855461382694321,0.5689847538871056,0.5298113898787946,0.5609658775033369,0.5658259450247785,0.020215711182477662,16
4,0.4513139247894287,0.05887012887129792,0.0030695915222167967,0.00012384677360118733,balanced,gini,10,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10}",0.5498427879283772,0.5751646095299847,0.5694868943890923,0.5228723717684313,0.5192478652623812,0.5473229057756533,0.023059875014077642,19
5,0.45784993171691896,0.004200621108750766,0.0029691219329833984,9.291213324016746e-05,balanced,gini,12,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 12}",0.5155719714805467,0.5514084760721168,0.5456422658833958,0.5189993569527246,0.5278534262122465,0.5318950993202061,0.014274706693785468,23
6,0.11492795944213867,0.0022012536461616474,0.0025458335876464844,5.761862348680482e-05,balanced,entropy,2,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2}",0.5456210906040702,0.5789958497042303,0.6054847321106042,0.6291513056934022,0.5455859031739891,0.5809677762572593,0.032948102394872614,11
7,0.21872663497924805,0.003409289178616255,0.0026273727416992188,7.819300700683625e-05,balanced,entropy,4,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4}",0.5665616870836517,0.6253264530537994,0.6163326322153875,0.6091681632673974,0.5696098675732523,0.5973997606386976,0.024495362879506936,6
8,0.32877469062805176,0.006553934447630523,0.002873802185058594,8.631155626358837e-05,balanced,entropy,6,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6}",0.5890004296958422,0.5977898967443463,0.6209018545893337,0.6064268860371635,0.5734297221062231,0.5975097578345818,0.01599400281246375,5
9,0.42368783950805666,0.004394282395114151,0.00288543701171875,0.00013295974643012928,balanced,entropy,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 8}",0.553825193556106,0.5774661839664271,0.6075573426519679,0.5469257984930661,0.5513297756507972,0.567420858863673,0.022696512776292206,15
10,0.5109089374542236,0.005990703709359574,0.0028588294982910155,5.859131609312104e-05,balanced,entropy,10,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10}",0.5427438009298927,0.5549470341981283,0.603871990039172,0.5187149814643545,0.51422133635984,0.5468998285982776,0.032218400724226604,20
11,0.5736205101013183,0.00580852366038966,0.0028926372528076173,4.567059575625735e-05,balanced,entropy,12,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 12}",0.5254588353956161,0.5415499154759975,0.5824548009499679,0.5106858573152392,0.502825821294344,0.532595046086233,0.028225271092386033,22
12,0.09469976425170898,0.0019128855899069811,0.0025194168090820314,9.441392590286155e-05,,gini,2,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 2}",0.5515364842646412,0.5443603063962927,0.6054847321106042,0.5663907882837299,0.538904360167961,0.5613353342446458,0.023925068764289424,17
13,0.1802309513092041,0.00295565212014943,0.0025990486145019533,7.612797446548099e-05,,gini,4,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 4}",0.5597155001839715,0.6238726916713624,0.613112912440531,0.614798669840058,0.5426646495648543,0.5908328847401554,0.033017746238519066,9
14,0.26370816230773925,0.006611329083464299,0.0027081966400146484,9.942906615356043e-05,,gini,6,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6}",0.5427264329841733,0.6217628078950821,0.6304610982017734,0.6061373866661202,0.5877067806901358,0.597758901287457,0.03113017163057665,4
15,0.33962416648864746,0.002214248182020838,0.0026780128479003905,0.00020250452791593284,,gini,8,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 8}",0.5142899597835568,0.6171088416995372,0.6296784251234215,0.6137226544786578,0.5577122120057695,0.5865024186181885,0.04378441987648841,10
16,0.4188346862792969,0.0021986625942252065,0.0030047416687011717,0.0004786493531686656,,gini,10,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10}",0.51644358505276,0.6020791360797845,0.6068918783897687,0.5943293990454207,0.5509281913462746,0.5741344379828017,0.035010161098798814,12
17,0.5427184104919434,0.057110009349972395,0.0027421951293945313,8.553581447984355e-05,,gini,12,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 12}",0.5185238789955924,0.6174317568384677,0.5630423309567056,0.5675763266372728,0.5322183337645935,0.5597585254385264,0.03422531589068612,18
18,0.14190688133239746,0.025041975269140183,0.0033150672912597655,0.0009288169450561039,,entropy,2,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 2}",0.5456210906040702,0.5492033902230044,0.6054847321106042,0.6200019726948292,0.546337832956301,0.5733298037177618,0.032528922125078734,13
19,0.270131778717041,0.03818044758801572,0.004532432556152344,0.0022011234014367954,,entropy,4,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 4}",0.5604693976796424,0.6239022815048102,0.629626545811354,0.6264606268045675,0.5998125939912228,0.6080542891583194,0.026029067675701813,3
20,0.35413503646850586,0.03032186066771839,0.004504585266113281,0.0028621819993526368,,entropy,6,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6}",0.5731891665187175,0.6545110344348471,0.6265490137806824,0.6229116975679491,0.569750774346769,0.609382337329793,0.03284796513959464,1
21,0.41446785926818847,0.0018087853394313897,0.0029251575469970703,0.00045040504345458365,,entropy,8,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 8}",0.5272213602575088,0.6237633379390551,0.5653762595144096,0.5649701918125478,0.5702721294087808,0.5703206557864604,0.030876354787428246,14
