,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
82,0.3997455596923828,0.0664508699338799,0.0038080215454101562,0.0009397314070454978,15.07,120.2,l2,liblinear,"{'C': 15.07, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
83,0.6157932758331299,0.07049111055876417,0.004198217391967773,0.00041883437966500943,15.07,120.2,l2,newton-cg,"{'C': 15.07, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
84,0.37446227073669436,0.07364797453367168,0.0035879135131835936,0.00048145743727559396,15.07,135.1,l2,liblinear,"{'C': 15.07, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
85,0.6117254734039307,0.08061535789120927,0.004053306579589844,0.0005356256931614483,15.07,135.1,l2,newton-cg,"{'C': 15.07, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
86,0.36746726036071775,0.06768320992518587,0.0036001682281494142,0.00029606981579603363,15.07,150.0,l2,liblinear,"{'C': 15.07, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
87,0.6677218437194824,0.14889970845009093,0.0040591716766357425,0.000981428697101279,15.07,150.0,l2,newton-cg,"{'C': 15.07, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
88,0.03983983993530273,0.004347477813750041,0.004265499114990234,0.0006192035450878472,20.060000000000002,1.0,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.5887630677710107,0.6005190493148087,0.6381488436677777,0.5517832392673873,0.5931078645637586,0.027771290783765196,223
89,0.027557754516601564,0.0021277196755181424,0.004819202423095703,0.0010421402735607186,20.060000000000002,1.0,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
90,0.39925875663757326,0.06402522317573123,0.003474712371826172,0.000505893416010455,20.060000000000002,15.9,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
91,0.6040300369262696,0.06448233326555955,0.004370546340942383,0.00034976249660167974,20.060000000000002,15.9,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939374290808883,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983928465074142,0.006023480447964013,100
92,0.41814546585083007,0.04809537099989874,0.003776741027832031,0.0008768060141473309,20.060000000000002,30.8,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
93,0.6041994094848633,0.04936358245641087,0.004291391372680664,0.0007684033601711816,20.060000000000002,30.8,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
94,0.38559765815734864,0.029936201296917753,0.003378438949584961,0.0005837884124839664,20.060000000000002,45.7,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
95,0.591841173171997,0.04340846748539823,0.004114389419555664,0.00036189483790404213,20.060000000000002,45.7,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
96,0.3896339893341064,0.041840932614555446,0.0033288002014160156,0.0007238984397528538,20.060000000000002,60.6,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
97,0.608469820022583,0.05107294446890784,0.004022836685180664,0.0005039326896120157,20.060000000000002,60.6,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
98,0.40457735061645506,0.055169781339962795,0.003673410415649414,0.0006039555445527297,20.060000000000002,75.5,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
99,0.6224492073059082,0.06248753438980426,0.004886245727539063,0.0002151193433572967,20.060000000000002,75.5,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
100,0.400005578994751,0.04482448287494172,0.003362131118774414,0.00020108485859017807,20.060000000000002,90.4,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
101,0.6072783946990967,0.04795441116717391,0.0035837650299072265,0.0007251544976873719,20.060000000000002,90.4,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
102,0.39409632682800294,0.05780400927822477,0.00393366813659668,0.0006945072397083022,20.060000000000002,105.3,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
103,0.6314692497253418,0.05789873968131225,0.003968954086303711,0.0005022574249493,20.060000000000002,105.3,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
104,0.3813029766082764,0.045848722959590686,0.0038452625274658205,6.447843467643955e-05,20.060000000000002,120.2,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
105,0.61770601272583,0.057697979531181796,0.00458683967590332,0.0005243756916952953,20.060000000000002,120.2,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
106,0.38504981994628906,0.0484092559103374,0.003222370147705078,0.00048032000321743425,20.060000000000002,135.1,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
107,0.6152620315551758,0.06309449967434377,0.004225683212280273,0.0009414603151545652,20.060000000000002,135.1,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
108,0.38988189697265624,0.044770886475003026,0.003715705871582031,0.00029058502586585974,20.060000000000002,150.0,l2,liblinear,"{'C': 20.060000000000002, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.593943861653377,0.6012937189789191,0.5913485803002083,0.6084585055171406,0.5969310504728061,0.5983951433844903,0.006021370712620708,90
109,0.6236822128295898,0.050474991621202774,0.004557323455810547,0.0010124542066193092,20.060000000000002,150.0,l2,newton-cg,"{'C': 20.060000000000002, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939554402838565,0.6013104436673896,0.5913408944761983,0.6084508196931306,0.5969246456194647,0.5983964487480079,0.006020819681781134,81
110,0.04203357696533203,0.0017899448536523137,0.004791641235351562,0.00046316915560767023,25.050000000000004,1.0,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.5887630677710107,0.6005190493148087,0.6381488436677777,0.5517832392673873,0.5931078645637586,0.027771290783765196,223
111,0.02992081642150879,0.005061049677816884,0.004468679428100586,0.0007014549640265449,25.050000000000004,1.0,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
112,0.38657240867614745,0.04475955637711869,0.00372929573059082,0.0006653796606449942,25.050000000000004,15.9,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
113,0.5677290916442871,0.059054141338198675,0.0045204639434814455,0.0008367667252623391,25.050000000000004,15.9,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913344896228566,0.608329127479639,0.5968003914646363,0.5983490661384703,0.005989168892959721,101
114,0.38300127983093263,0.03927789580143057,0.0037116527557373045,0.00028471640455994264,25.050000000000004,30.8,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
115,0.6252371788024902,0.09002324357144403,0.004100275039672851,0.0004808970565771496,25.050000000000004,30.8,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
116,0.38489718437194825,0.03881248999864153,0.0033521175384521483,0.0007542334033147649,25.050000000000004,45.7,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
117,0.648557710647583,0.08044149633705748,0.004789113998413086,0.0007593447070668328,25.050000000000004,45.7,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
118,0.3899400234222412,0.05970431297532106,0.0035791873931884767,0.0005805803737086133,25.050000000000004,60.6,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
119,0.6397143840789795,0.07090153393613993,0.0038032054901123045,0.0004957787952843479,25.050000000000004,60.6,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
120,0.39688801765441895,0.06401592403663797,0.0032086849212646486,0.0006180171860271375,25.050000000000004,75.5,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
121,0.6369928359985352,0.06361933472438124,0.0035057544708251955,0.00033628831641457864,25.050000000000004,75.5,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
122,0.3949711799621582,0.06872406408421318,0.0037693500518798826,0.0006925717294471354,25.050000000000004,90.4,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
123,0.6446135520935059,0.05827656197674389,0.003711223602294922,0.0005794287076169245,25.050000000000004,90.4,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
124,0.3815020561218262,0.06505277871926675,0.0034833431243896486,0.00046924370438075917,25.050000000000004,105.3,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
125,0.6325007915496826,0.06673478818918109,0.0040724754333496095,0.000855856701636202,25.050000000000004,105.3,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
126,0.38330798149108886,0.05450426213986202,0.0037192344665527345,0.0005693936964870128,25.050000000000004,120.2,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
127,0.659603500366211,0.07837912011798372,0.004029703140258789,0.0006836275062837246,25.050000000000004,120.2,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
128,0.3891151905059814,0.07076099138679093,0.0036499500274658203,0.0010336314839067655,25.050000000000004,135.1,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
129,0.6723631381988525,0.09006263407115683,0.004249382019042969,0.0006955294357088019,25.050000000000004,135.1,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
130,0.4060246467590332,0.06206034594802099,0.0042784690856933595,0.0005372846424786578,25.050000000000004,150.0,l2,liblinear,"{'C': 25.050000000000004, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939464346823724,0.6013155897253806,0.5913319276815199,0.6083304084503073,0.5967927056406263,0.5983434132360412,0.005991209404164029,111
131,0.7326503753662109,0.050754286261038346,0.004006338119506836,0.0011414964225187577,25.050000000000004,150.0,l2,newton-cg,"{'C': 25.050000000000004, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939567267983543,0.6013245953268649,0.5913152750628317,0.6083355323329807,0.5967978295232996,0.5983459918088663,0.0059959391350860826,102
132,0.042906904220581056,0.001094723383363881,0.005122852325439453,0.0005472505610819906,30.040000000000003,1.0,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.5887630677710107,0.6005190493148087,0.638146281726441,0.5517832392673873,0.5931073521754913,0.027770459771277158,227
133,0.033307981491088864,0.0013683340178564632,0.0048367977142333984,0.000980370494619234,30.040000000000003,1.0,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
134,0.39890332221984864,0.056395500220995855,0.003425931930541992,0.0005433933739784757,30.040000000000003,15.9,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
135,0.5708986282348633,0.0596882026635135,0.0036849498748779295,0.0004391002656064931,30.040000000000003,15.9,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939927492042908,0.6013168762398784,0.59136267097756,0.6082433024448606,0.5967081615765163,0.5983247520886212,0.0059528251339420754,121
136,0.39020395278930664,0.06100172736873208,0.0031509876251220705,0.0005548272230717693,30.040000000000003,30.8,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
137,0.6311484813690186,0.0660691506502774,0.004230213165283203,0.0011353183859893672,30.040000000000003,30.8,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
138,0.4053646087646484,0.06264953091805914,0.004073619842529297,0.0008662417320501662,30.040000000000003,45.7,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
139,0.6429555892944336,0.06020568699407059,0.00433497428894043,0.0008136913968103587,30.040000000000003,45.7,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
140,0.393557071685791,0.05401002378747441,0.003789854049682617,0.00027072659675867345,30.040000000000003,60.6,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
141,0.6720462799072265,0.09855753129443519,0.003571319580078125,0.00029598544192071743,30.040000000000003,60.6,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
142,0.4147806167602539,0.062497160040271636,0.004291152954101563,0.0005697309471681991,30.040000000000003,75.5,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
143,0.660054874420166,0.0653839248024791,0.004032611846923828,0.0005003221466162322,30.040000000000003,75.5,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
144,0.40089802742004393,0.0661412847677933,0.003255605697631836,0.0002578371878689693,30.040000000000003,90.4,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
145,0.6696108341217041,0.05686858403608103,0.004480504989624023,0.0008996719140095946,30.040000000000003,90.4,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
146,0.3948676109313965,0.058654056373762836,0.003446483612060547,0.0005041652874168726,30.040000000000003,105.3,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
147,0.6731197834014893,0.0688279323531161,0.004067754745483399,0.0004051945910178569,30.040000000000003,105.3,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
148,0.4023933410644531,0.06324621890329354,0.0040244579315185545,0.0019576486747240555,30.040000000000003,120.2,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
149,0.6455136299133301,0.062094741416338244,0.004028463363647461,0.0009690960846522363,30.040000000000003,120.2,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
150,0.3944409847259521,0.06387271270264318,0.003413867950439453,0.0004926233828795049,30.040000000000003,135.1,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
151,0.6797634601593018,0.05768638108403885,0.004122257232666016,0.00042560279459131464,30.040000000000003,135.1,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
152,0.40577082633972167,0.0711855560430921,0.003627109527587891,0.0004497189848803012,30.040000000000003,150.0,l2,liblinear,"{'C': 30.040000000000003, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939850301173044,0.6013181627543761,0.5913280847695149,0.6082650789462223,0.5967132854591896,0.5983219284093214,0.005969152882014798,122
153,0.6694275856018066,0.04808512294485744,0.0037122726440429687,0.0003909489717308988,30.040000000000003,150.0,l2,newton-cg,"{'C': 30.040000000000003, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939914626897931,0.6013168762398784,0.5913024653561483,0.6082394595328555,0.5967132854591896,0.5983127098555729,0.0059655718624326585,132
154,0.04511761665344238,0.001552026185587642,0.004077768325805664,0.00039997522068124883,35.03,1.0,l2,liblinear,"{'C': 35.03, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.588761781256513,0.6005177683441405,0.638146281726441,0.5517832392673873,0.5931068386784581,0.027770431653666054,230
155,0.033113718032836914,0.00129225330575691,0.005063867568969727,0.0011264812631436372,35.03,1.0,l2,newton-cg,"{'C': 35.03, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
156,0.4193124771118164,0.08637764416521816,0.0032073497772216798,0.00048657113171484567,35.03,15.9,l2,liblinear,"{'C': 35.03, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939631593708429,0.6013297413848556,0.5913152750628317,0.6081920636181273,0.5966633276031246,0.5982927134079563,0.0059549182301249,141
157,0.5882028102874756,0.07131648255688633,0.004167795181274414,0.0013108739413721408,35.03,15.9,l2,newton-cg,"{'C': 35.03, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939695919433317,0.6013245953268647,0.5913050272974849,0.6081882207061223,0.5966582037204512,0.598289127798851,0.005954864678063112,151
158,0.39519515037536623,0.06724860608228439,0.0036348819732666014,0.00045218074243352806,35.03,30.8,l2,liblinear,"{'C': 35.03, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939631593708429,0.6013297413848556,0.5913152750628317,0.6081920636181273,0.5966633276031246,0.5982927134079563,0.0059549182301249,141
159,0.6034313201904297,0.08444560779498972,0.0038985729217529295,0.0002800184708746891,35.03,30.8,l2,newton-cg,"{'C': 35.03, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939695919433317,0.6013271683558601,0.59130118438548,0.6081882207061223,0.5966582037204512,0.5982888738222492,0.005956028660028396,152
160,0.3886044979095459,0.05477467340785494,0.0033145427703857424,0.00048048390186449994,35.03,45.7,l2,liblinear,"{'C': 35.03, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5939631593708429,0.6013297413848556,0.5913152750628317,0.6081920636181273,0.5966633276031246,0.5982927134079563,0.0059549182301249,141
