,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,0.23813982009887696,0.026669258828708704,0.00357818603515625,0.0005251064499754016,0.1,75.5,l2,liblinear,"{'C': 0.1, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
11,0.3678860664367676,0.01901515396728548,0.0033986568450927734,0.0006063858292523315,0.1,75.5,l2,newton-cg,"{'C': 0.1, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
12,0.28721060752868655,0.06546253045413551,0.004428052902221679,0.0015418478493925355,0.1,90.4,l2,liblinear,"{'C': 0.1, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
13,0.44783806800842285,0.1501222487286419,0.0037459850311279295,0.0007662391593754017,0.1,90.4,l2,newton-cg,"{'C': 0.1, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
14,0.2608574390411377,0.04096842821024678,0.0036205768585205076,0.0008120754275991141,0.1,105.3,l2,liblinear,"{'C': 0.1, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
15,0.3569956302642822,0.045545426617364035,0.003466939926147461,0.0008064759219542501,0.1,105.3,l2,newton-cg,"{'C': 0.1, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
16,0.23836398124694824,0.030953570080553626,0.003059577941894531,0.00032900918728573744,0.1,120.2,l2,liblinear,"{'C': 0.1, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
17,0.34885420799255373,0.03818500085428984,0.0039794921875,0.0008045805557138153,0.1,120.2,l2,newton-cg,"{'C': 0.1, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
18,0.24393105506896973,0.03718150984663155,0.003606414794921875,0.0012270934563039762,0.1,135.1,l2,liblinear,"{'C': 0.1, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
19,0.34888544082641604,0.038221163446336595,0.0036212921142578123,0.0005310125991103085,0.1,135.1,l2,newton-cg,"{'C': 0.1, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
20,0.28496880531311036,0.05982697040117134,0.004493808746337891,0.0013388024141069458,0.1,150.0,l2,liblinear,"{'C': 0.1, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5995209020010447,0.6017658697995869,0.5925193874910653,0.6235624306674625,0.6005574784348588,0.6035852136788037,0.010493212378499109,1
21,0.6261815547943115,0.03569191928867291,0.00697784423828125,0.002031990726139276,0.1,150.0,l2,newton-cg,"{'C': 0.1, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5994745874791263,0.6018572123289258,0.5922580694747253,0.6233100794458007,0.6006215269682753,0.6035042951393705,0.01044996135526574,11
22,0.06441407203674317,0.007422610279513599,0.009403371810913086,0.002233796781714011,5.09,1.0,l2,liblinear,"{'C': 5.09, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863264093123066,0.5887630677710107,0.6005216112561454,0.6381514056091143,0.5517781153847139,0.5931081218666583,0.027773720641257136,222
23,0.04513254165649414,0.009074571122511864,0.007032632827758789,0.0016303601469426874,5.09,1.0,l2,newton-cg,"{'C': 5.09, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517832392673873,0.5931063251814248,0.027770403550269034,231
24,0.5425057411193848,0.11213459277938286,0.005937814712524414,0.002210246426151222,5.09,15.9,l2,liblinear,"{'C': 5.09, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
25,0.6071770191192627,0.07288143829672489,0.004361677169799805,0.0007980123415571827,5.09,15.9,l2,newton-cg,"{'C': 5.09, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.609765095598841,0.5980557427196033,0.5989379521585618,0.006375223236268126,21
26,0.4103519439697266,0.0854743773473884,0.003985881805419922,0.0007736586568670673,5.09,30.8,l2,liblinear,"{'C': 5.09, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
27,0.6275917053222656,0.08626322500533483,0.0036426544189453124,0.00036620692037326203,5.09,30.8,l2,newton-cg,"{'C': 5.09, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
28,0.4015365123748779,0.06767141618742478,0.0038826465606689453,0.00023275720477622838,5.09,45.7,l2,liblinear,"{'C': 5.09, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
29,0.7827530860900879,0.22222205106917411,0.005020809173583984,0.002164638948912517,5.09,45.7,l2,newton-cg,"{'C': 5.09, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
30,0.6753517150878906,0.1934013074903782,0.0074574947357177734,0.0021613272385849346,5.09,60.6,l2,liblinear,"{'C': 5.09, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
31,1.0484375953674316,0.16199678900582548,0.006459808349609375,0.0022474083573339413,5.09,60.6,l2,newton-cg,"{'C': 5.09, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
32,0.477878475189209,0.06392151467927018,0.0035103321075439452,0.0006150297461049235,5.09,75.5,l2,liblinear,"{'C': 5.09, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
33,0.6906171798706054,0.10086653804832992,0.004151535034179687,0.00048326984670551656,5.09,75.5,l2,newton-cg,"{'C': 5.09, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
34,0.4884387969970703,0.02789981696860916,0.0036661624908447266,0.0007842848213293043,5.09,90.4,l2,liblinear,"{'C': 5.09, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
35,0.6639778137207031,0.10102181890488013,0.004641675949096679,0.0004171297927839763,5.09,90.4,l2,newton-cg,"{'C': 5.09, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
36,0.5000167846679687,0.08652851900705844,0.00404510498046875,0.0011838658697920308,5.09,105.3,l2,liblinear,"{'C': 5.09, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
37,0.6674705505371094,0.05433749879228976,0.0044539451599121095,0.0007964364323599558,5.09,105.3,l2,newton-cg,"{'C': 5.09, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
38,0.40478806495666503,0.054571272454472075,0.003775358200073242,0.0006551597661633136,5.09,120.2,l2,liblinear,"{'C': 5.09, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
39,0.6209734916687012,0.09678362826565176,0.0043276786804199215,0.000959306247225417,5.09,120.2,l2,newton-cg,"{'C': 5.09, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
40,0.4129159450531006,0.0661504852204575,0.004385566711425782,0.0006707091292087871,5.09,135.1,l2,liblinear,"{'C': 5.09, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
41,0.6269130229949951,0.10020813424092806,0.0035694122314453127,0.00027654715180849436,5.09,135.1,l2,newton-cg,"{'C': 5.09, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
42,0.4421363353729248,0.08774538923218105,0.0036835670471191406,0.0005121178466910224,5.09,150.0,l2,liblinear,"{'C': 5.09, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5941458444295209,0.6013091571528919,0.5914011000976099,0.6097715004521828,0.5980442139835883,0.5989343632231587,0.006380525382033674,31
43,0.7206813335418701,0.09116842406460997,0.0037253856658935546,0.000301790256262164,5.09,150.0,l2,newton-cg,"{'C': 5.09, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5941484174585163,0.601309157152892,0.5914113478629567,0.6097663765695093,0.5980480568955933,0.5989366711878935,0.006375871839818072,22
44,0.048654031753540036,0.004315494212757373,0.007663869857788086,0.004728049394353199,10.08,1.0,l2,liblinear,"{'C': 10.08, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.5887630677710106,0.6005177683441405,0.6381488436677777,0.5517819582967189,0.5931073521754914,0.027771603645437813,226
45,0.07406935691833497,0.057603759788349834,0.0042551994323730465,0.0006562731929980966,10.08,1.0,l2,newton-cg,"{'C': 10.08, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
46,0.5119716167449951,0.05329482008026364,0.004613018035888672,0.0005745958707695874,10.08,15.9,l2,liblinear,"{'C': 10.08, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
47,0.5898728847503663,0.046927759465345414,0.003905200958251953,0.0004349532967527526,10.08,15.9,l2,newton-cg,"{'C': 10.08, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012795673194441,0.5914139098042933,0.6090118848458608,0.5973614566173664,0.5986276090351235,0.006152516337103413,41
48,0.46700396537780764,0.04401304031920875,0.004589509963989258,0.0006620328249361432,10.08,30.8,l2,liblinear,"{'C': 10.08, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
49,0.6889671802520752,0.13560344012143602,0.005621528625488282,0.0015531364110476095,10.08,30.8,l2,newton-cg,"{'C': 10.08, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
50,0.40254507064819334,0.0520244075367146,0.0036600589752197265,0.0007944978910003575,10.08,45.7,l2,liblinear,"{'C': 10.08, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
51,0.6691972255706787,0.10965928087682231,0.005030536651611328,0.0006316273913419283,10.08,45.7,l2,newton-cg,"{'C': 10.08, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
52,0.3957966327667236,0.0654623344353351,0.004067516326904297,0.00020815313431692334,10.08,60.6,l2,liblinear,"{'C': 10.08, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
53,0.6463250160217285,0.10169940778981912,0.0043602466583251955,0.0007767833968070335,10.08,60.6,l2,newton-cg,"{'C': 10.08, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
54,0.38817338943481444,0.056869511130046575,0.003732776641845703,0.0005701399868629082,10.08,75.5,l2,liblinear,"{'C': 10.08, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
55,0.7508093833923339,0.13474295884879,0.004105234146118164,0.0007102603773776849,10.08,75.5,l2,newton-cg,"{'C': 10.08, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
56,0.39541115760803225,0.06704918181274933,0.004165458679199219,0.0008995380306793311,10.08,90.4,l2,liblinear,"{'C': 10.08, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
57,0.7422987937927246,0.12878110651545047,0.004556417465209961,0.0006704230904688088,10.08,90.4,l2,newton-cg,"{'C': 10.08, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
58,0.392103385925293,0.05732475109353472,0.0038905620574951174,0.0005134296223266865,10.08,105.3,l2,liblinear,"{'C': 10.08, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
59,0.6611367702484131,0.12644235058409065,0.004286575317382813,0.0008918370204824517,10.08,105.3,l2,newton-cg,"{'C': 10.08, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
60,0.556517219543457,0.0881281776103166,0.004761600494384765,0.0009988220163193457,10.08,120.2,l2,liblinear,"{'C': 10.08, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
61,1.0328280925750732,0.16341300344026322,0.006996965408325196,0.001621679897398267,10.08,120.2,l2,newton-cg,"{'C': 10.08, 'max_iter': 120.2, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
62,0.4563140392303467,0.05624406726116577,0.003900623321533203,0.0014984715893035397,10.08,135.1,l2,liblinear,"{'C': 10.08, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
63,0.750018310546875,0.08310052217882564,0.0038308143615722657,0.0006652109524938357,10.08,135.1,l2,newton-cg,"{'C': 10.08, 'max_iter': 135.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
64,0.442779016494751,0.12128694663511372,0.003998756408691406,0.0010095832859953057,10.08,150.0,l2,liblinear,"{'C': 10.08, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940918108206161,0.6012782808049464,0.591412628833625,0.6089926702858358,0.5973550517640246,0.5986260885018095,0.00614344123047037,42
65,0.7303431034088135,0.06275508556313976,0.004329824447631836,0.0006788505328202593,10.08,150.0,l2,newton-cg,"{'C': 10.08, 'max_iter': 150.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5940712265886524,0.6012782808049464,0.5914139098042933,0.6089747366964791,0.5973614566173664,0.5986199221023476,0.006139870287936543,52
66,0.04197139739990234,0.0018366278915369447,0.00401773452758789,0.00045066832123784317,15.07,1.0,l2,liblinear,"{'C': 15.07, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.5863251227978088,0.5887630677710107,0.6005190493148087,0.6381488436677777,0.5517832392673873,0.5931078645637586,0.027771290783765196,223
67,0.03197503089904785,0.004276346891232333,0.005063629150390625,0.002150976980505539,15.07,1.0,l2,newton-cg,"{'C': 15.07, 'max_iter': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5863251227978088,0.5887604947420153,0.6005164873734721,0.638146281726441,0.5517819582967189,0.5931060689872912,0.02777078477594266,233
68,0.37053260803222654,0.06991956162981681,0.004003667831420898,0.0004449281031420294,15.07,15.9,l2,liblinear,"{'C': 15.07, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
69,0.5916767120361328,0.06403784225511773,0.004014921188354492,0.0008288788245161561,15.07,15.9,l2,newton-cg,"{'C': 15.07, 'max_iter': 15.9, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086365604400391,0.5970758001583281,0.598468442625866,0.006064810526668263,80
70,0.3816083431243896,0.06725675674179425,0.003488969802856445,0.00022671540484044884,15.07,30.8,l2,liblinear,"{'C': 15.07, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
71,0.7046372890472412,0.15620371500223734,0.0050734996795654295,0.00225795697824318,15.07,30.8,l2,newton-cg,"{'C': 15.07, 'max_iter': 30.8, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
72,0.41686272621154785,0.05748403249152237,0.003838062286376953,0.00021549267776414097,15.07,45.7,l2,liblinear,"{'C': 15.07, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
73,0.6926417827606202,0.08141378447690154,0.004471826553344727,0.0012659152983216155,15.07,45.7,l2,newton-cg,"{'C': 15.07, 'max_iter': 45.7, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
74,0.372772741317749,0.0753106110262233,0.0032047271728515626,0.0003757193779815214,15.07,60.6,l2,liblinear,"{'C': 15.07, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
75,0.645271635055542,0.09526770667479612,0.0046710014343261715,0.0014733051246707302,15.07,60.6,l2,newton-cg,"{'C': 15.07, 'max_iter': 60.6, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
76,0.440308666229248,0.041477222508240826,0.003848743438720703,0.00047289562543735206,15.07,75.5,l2,liblinear,"{'C': 15.07, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
77,0.6392020225524903,0.08814791706645059,0.0045203685760498045,0.0003607451131326699,15.07,75.5,l2,newton-cg,"{'C': 15.07, 'max_iter': 75.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
78,0.38443312644958494,0.06508016062129746,0.00370941162109375,0.00028162369917848285,15.07,90.4,l2,liblinear,"{'C': 15.07, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
79,0.6441980838775635,0.13719229442632433,0.005636692047119141,0.0021001331060713935,15.07,90.4,l2,newton-cg,"{'C': 15.07, 'max_iter': 90.4, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
80,0.3961332321166992,0.07291333885178278,0.003679800033569336,0.0011995677382224978,15.07,105.3,l2,liblinear,"{'C': 15.07, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'liblinear'}",0.5940030413202726,0.6012911459499237,0.5913806045669167,0.6086890802374407,0.5970527426862979,0.5984833229521703,0.006076338430518941,61
81,0.6045966148376465,0.062282018033358345,0.00446476936340332,0.0005002833483270548,15.07,105.3,l2,newton-cg,"{'C': 15.07, 'max_iter': 105.3, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5939837436028067,0.6012859998919328,0.5913601090362234,0.6086314365573657,0.5970822050116696,0.5984686988199996,0.006062799035811302,71
