,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.17789249420166015,0.010020543397078129,0.0028975486755371095,0.0006644765647081594,gini,4,"{'criterion': 'gini', 'max_depth': 4}",0.5597155001839715,0.6238726916713624,0.613112912440531,0.614798669840058,0.5426646495648543,0.5908328847401554,0.033017746238519066,1
