,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_l1_ratio,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.07128667831420898,0.0038212554764583927,0.004712533950805664,0.00043644901183111616,0.005,0.55,5.0,l1,liblinear,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5528673835125448,0.5383767274673419,0.5856104721914078,0.6020113801434175,0.5378975172226507,0.5633526961074725,0.02596770829079088,295
1,0.02076878547668457,0.005168258945181563,0.0,0.0,0.005,0.55,5.0,l1,newton-cg,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,362
2,0.018080425262451173,0.0024051324908491056,0.0,0.0,0.005,0.55,5.0,l1,sag,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,364
3,0.01266021728515625,0.0032034399478164046,0.0,0.0,0.005,0.55,5.0,l1,lbfgs,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,355
4,0.15290446281433107,0.023353385803006062,0.005215311050415039,0.0018169625575457046,0.005,0.55,5.0,l2,liblinear,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6010582868258343,0.6063522939840009,0.6008713162486006,0.6395194822828947,0.5966620466324561,0.6088926851947573,0.015618981814424573,139
5,0.12444519996643066,0.020838235792914807,0.0034445762634277345,0.00045578460747731355,0.005,0.55,5.0,l2,newton-cg,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5999827607057304,0.6083927059774037,0.5988499445339701,0.6381027287237178,0.5939835369649705,0.6078623353811585,0.0158157808141576,148
6,0.14907164573669435,0.01103945404966282,0.004650259017944336,0.0007040035269238797,0.005,0.55,5.0,l2,sag,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'sag'}",0.5939425751388793,0.6004690631858731,0.597598436191008,0.6391454388477412,0.5783492899579585,0.601900960664292,0.0201282403384896,250
7,0.049722909927368164,0.005912772055588742,0.003462409973144531,0.00034918800397236915,0.005,0.55,5.0,l2,lbfgs,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.595719251660247,0.6054465877775976,0.5891401868680011,0.6315108536644728,0.5852742173909702,0.6014182194722577,0.016526654263849527,280
8,0.07603464126586915,0.013476815707694961,0.004792118072509765,0.0015969441917908311,0.005,0.55,30.0,l1,liblinear,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5528558048820653,0.5384732160546717,0.5854247314444994,0.6020113801434175,0.5376759092970289,0.5632882083643366,0.0259619661657958,298
9,0.014674186706542969,0.005981315366880763,0.0,0.0,0.005,0.55,30.0,l1,newton-cg,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,376
10,0.015719175338745117,0.004795043173906397,0.0,0.0,0.005,0.55,30.0,l1,sag,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,369
11,0.014145612716674805,0.00646961341811832,0.0,0.0,0.005,0.55,30.0,l1,lbfgs,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,368
12,0.2050161361694336,0.021489905400795838,0.003584146499633789,0.0006726805016100243,0.005,0.55,30.0,l2,liblinear,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6010531407678433,0.6063561535274941,0.6008828449846155,0.639520763253563,0.5966594846911195,0.6088944774449271,0.015619093020980997,136
13,0.31275272369384766,0.0486576580188776,0.003682518005371094,0.0004983861647864996,0.005,0.55,30.0,l2,newton-cg,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5999158619518483,0.6084132902093674,0.5984643723628017,0.6383871042120878,0.5953285561667209,0.6081018369805652,0.01575018748191405,145
14,0.46909337043762206,0.06258517098937247,0.003010416030883789,0.0003888337782631729,0.005,0.55,30.0,l2,sag,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l2', 'solver': 'sag'}",0.598377190612561,0.607315893342802,0.597129600926398,0.6385894975776845,0.5914023810682784,0.6065629127055447,0.016805381609729417,181
15,0.10006303787231445,0.008657475573059773,0.0037079811096191405,0.0014304814383214455,0.005,0.55,30.0,l2,lbfgs,"{'C': 0.005, 'l1_ratio': 0.55, 'max_iter': 30.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5999132889228529,0.6084184362673584,0.5984630913921333,0.6383871042120878,0.5953464897560776,0.608105682110102,0.01574772485851369,142
16,0.08046164512634277,0.016624313998967976,0.004018163681030274,0.0008839902678411057,0.005,0.6000000000000001,5.0,l1,liblinear,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5528673835125448,0.5383767274673419,0.5856104721914078,0.6020113801434175,0.5378975172226507,0.5633526961074725,0.02596770829079088,295
17,0.015711450576782228,0.006454595123563821,0.0,0.0,0.005,0.6000000000000001,5.0,l1,newton-cg,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,301
18,0.013771152496337891,0.005746323894631685,0.0,0.0,0.005,0.6000000000000001,5.0,l1,sag,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'sag'}",,,,,,,,342
19,0.01741642951965332,0.005426984266440792,0.0,0.0,0.005,0.6000000000000001,5.0,l1,lbfgs,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,321
20,0.18219199180603027,0.01931181731121778,0.0066586494445800785,0.0023733922857597286,0.005,0.6000000000000001,5.0,l2,liblinear,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'liblinear'}",0.6010582868258343,0.6063522939840009,0.6008713162486006,0.6395194822828947,0.5966620466324561,0.6088926851947573,0.015618981814424573,139
21,0.12972521781921387,0.007866133095809743,0.005597114562988281,0.0022951957200091936,0.005,0.6000000000000001,5.0,l2,newton-cg,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5999827607057304,0.6083927059774037,0.5988499445339701,0.6381027287237178,0.5939835369649705,0.6078623353811585,0.0158157808141576,148
22,0.11058564186096191,0.01140916186853168,0.00368194580078125,0.001226831827776971,0.005,0.6000000000000001,5.0,l2,sag,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'sag'}",0.5939425751388793,0.6004690631858731,0.597598436191008,0.6391454388477412,0.5783492899579585,0.601900960664292,0.0201282403384896,250
23,0.0478266716003418,0.007831509582513836,0.004559803009033203,0.0017065659242714417,0.005,0.6000000000000001,5.0,l2,lbfgs,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 5.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.595719251660247,0.6054465877775976,0.5891401868680011,0.6315108536644728,0.5852742173909702,0.6014182194722577,0.016526654263849527,280
24,0.0793877124786377,0.017279806090475466,0.004009342193603516,0.0015137575918031919,0.005,0.6000000000000001,30.0,l1,liblinear,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'liblinear'}",0.5528558048820653,0.5384732160546717,0.5854247314444994,0.6020113801434175,0.5376759092970289,0.5632882083643366,0.0259619661657958,298
25,0.014340639114379883,0.007531862355338413,0.0,0.0,0.005,0.6000000000000001,30.0,l1,newton-cg,"{'C': 0.005, 'l1_ratio': 0.6000000000000001, 'max_iter': 30.0, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,388
