,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.10450916290283203,0.00533432275809523,0.0027365684509277344,6.052207613167146e-05,balanced,gini,2,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 2}",0.5444709466430977,0.5789958497042303,0.6054847321106042,0.6291513056934022,0.6172344355658944,0.5950674539434457,0.030265183702039802,7
1,0.18480296134948732,0.0017000304827061985,0.002737903594970703,3.558898655637031e-05,balanced,gini,4,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4}",0.5788903555154162,0.638945495526789,0.6123091033461515,0.6109820177337579,0.6034595174839686,0.6089172979212166,0.019229481017056512,2
2,0.2621448993682861,0.002949023966024274,0.0027877330780029298,0.00010631871210377487,balanced,gini,6,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6}",0.6082113074332236,0.6033116169686116,0.6104100643303471,0.5704200815209733,0.5675558311065793,0.5919817802719469,0.018936199462646415,8
3,0.33999881744384763,0.003597499820676629,0.002780723571777344,9.117151403991554e-05,balanced,gini,8,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 8}",0.5838215655852226,0.5855461382694321,0.5689847538871056,0.5298113898787946,0.5609658775033369,0.5658259450247785,0.020215711182477662,16
4,0.4018357276916504,0.004294805984158982,0.0028593063354492186,8.3144239946525e-05,balanced,gini,10,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10}",0.5498427879283772,0.5751646095299847,0.5694868943890923,0.5228723717684313,0.5192478652623812,0.5473229057756533,0.023059875014077642,19
5,0.4524054050445557,0.0034009099136814505,0.0033157825469970702,0.000715879845128754,balanced,gini,12,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 12}",0.5155719714805467,0.5514084760721168,0.5456422658833958,0.5189993569527246,0.5278534262122465,0.5318950993202061,0.014274706693785468,23
6,0.11732444763183594,0.004212162783264262,0.0027741432189941407,0.00014931952896764358,balanced,entropy,2,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2}",0.5456210906040702,0.5789958497042303,0.6054847321106042,0.6291513056934022,0.5455859031739891,0.5809677762572593,0.032948102394872614,11
7,0.2212376117706299,0.005639767193988859,0.0026885509490966798,7.500325648882904e-05,balanced,entropy,4,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4}",0.5665616870836517,0.6253264530537994,0.6163326322153875,0.6091681632673974,0.5696098675732523,0.5973997606386976,0.024495362879506936,6
8,0.3223844528198242,0.003404220144496636,0.002769327163696289,9.206484578141436e-05,balanced,entropy,6,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6}",0.5890004296958422,0.5977898967443463,0.6209018545893337,0.6064268860371635,0.5734297221062231,0.5975097578345818,0.01599400281246375,5
9,0.42073698043823243,0.004020477122751889,0.0036460399627685548,0.0016662503773211693,balanced,entropy,8,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 8}",0.553825193556106,0.5774661839664271,0.6075573426519679,0.5469257984930661,0.5513297756507972,0.567420858863673,0.022696512776292206,15
10,0.5027118682861328,0.004056057579381967,0.0029805183410644533,0.00014422912370946466,balanced,entropy,10,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10}",0.5427438009298927,0.5549470341981283,0.603871990039172,0.5187149814643545,0.51422133635984,0.5468998285982776,0.032218400724226604,20
11,0.5809468269348145,0.017391194930118755,0.002853250503540039,8.41128582769135e-05,balanced,entropy,12,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 12}",0.5254588353956161,0.5415499154759975,0.5824548009499679,0.5106858573152392,0.502825821294344,0.532595046086233,0.028225271092386033,22
12,0.10219101905822754,0.010483732128945688,0.002669620513916016,5.806212507858446e-05,,gini,2,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 2}",0.5515364842646412,0.5443603063962927,0.6054847321106042,0.5663907882837299,0.538904360167961,0.5613353342446458,0.023925068764289424,17
13,0.1785745620727539,0.0026025862560834874,0.0027382373809814453,6.837951254981065e-05,,gini,4,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 4}",0.5597155001839715,0.6238726916713624,0.613112912440531,0.614798669840058,0.5426646495648543,0.5908328847401554,0.033017746238519066,9
14,0.2575976371765137,0.0023080325793083307,0.003321218490600586,0.0008427962001278761,,gini,6,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6}",0.5427264329841733,0.6217628078950821,0.6304610982017734,0.6061373866661202,0.5877067806901358,0.597758901287457,0.03113017163057665,4
15,0.3389366626739502,0.0013044197284014325,0.003101015090942383,0.0005874797041593936,,gini,8,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 8}",0.5142899597835568,0.6171088416995372,0.6296784251234215,0.6137226544786578,0.5577122120057695,0.5865024186181885,0.04378441987648841,10
16,0.41648068428039553,0.0020425520273984385,0.0028839588165283205,0.00018673849035153004,,gini,10,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 10}",0.51644358505276,0.6020791360797845,0.6068918783897687,0.5943293990454207,0.5509281913462746,0.5741344379828017,0.035010161098798814,12
17,0.4949038982391357,0.00447324956872412,0.002800750732421875,2.7720771426404512e-05,,gini,12,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 12}",0.5185238789955924,0.6174317568384677,0.5630423309567056,0.5675763266372728,0.5322183337645935,0.5597585254385264,0.03422531589068612,18
18,0.11136541366577149,0.0018600397746987207,0.002659320831298828,4.379509834674862e-05,,entropy,2,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 2}",0.5456210906040702,0.5492033902230044,0.6054847321106042,0.6200019726948292,0.546337832956301,0.5733298037177618,0.032528922125078734,13
19,0.21357593536376954,0.006133821135177531,0.002743959426879883,3.886851745455454e-05,,entropy,4,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 4}",0.5604693976796424,0.6239022815048102,0.629626545811354,0.6264606268045675,0.5998125939912228,0.6080542891583194,0.026029067675701813,3
20,0.3141411304473877,0.003603540661009158,0.002792692184448242,9.701141533512332e-05,,entropy,6,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6}",0.5731891665187175,0.6545110344348471,0.6265490137806824,0.6229116975679491,0.569750774346769,0.609382337329793,0.03284796513959464,1
21,0.41388535499572754,0.004078882925655756,0.0028087139129638673,3.059518899247436e-05,,entropy,8,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 8}",0.5272213602575088,0.6237633379390551,0.5653762595144096,0.5649701918125478,0.5702721294087808,0.5703206557864604,0.030876354787428246,14
22,0.501035737991333,0.005173252895148109,0.002892017364501953,5.578852105558627e-05,,entropy,10,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 10}",0.512772515933482,0.5980883681078202,0.5544463772868529,0.5200055594127007,0.5204026603198839,0.5411430962121478,0.03194242397477677,21
23,0.5806783199310303,0.01502198447123996,0.003568601608276367,0.001311880993112382,,entropy,12,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 12}",0.5082131085535202,0.5815257804640199,0.5118201568420486,0.5186893620509878,0.4772928734477838,0.5195082562716721,0.034104749453632434,24
