,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score,split30_test_score,split31_test_score,split32_test_score,split33_test_score,split34_test_score,split35_test_score,split36_test_score,split37_test_score,split38_test_score,split39_test_score,split40_test_score,split41_test_score,split42_test_score,split43_test_score,split44_test_score,split45_test_score,split46_test_score,split47_test_score,split48_test_score,split49_test_score,split50_test_score,split51_test_score,split52_test_score,split53_test_score,split54_test_score,split55_test_score,split56_test_score,split57_test_score,split58_test_score,split59_test_score,split60_test_score,split61_test_score,split62_test_score,split63_test_score,split64_test_score,split65_test_score,split66_test_score,split67_test_score,split68_test_score,split69_test_score,split70_test_score,split71_test_score,split72_test_score,split73_test_score,split74_test_score,split75_test_score,split76_test_score,split77_test_score,split78_test_score,split79_test_score,split80_test_score,split81_test_score,split82_test_score,split83_test_score,split84_test_score,split85_test_score,split86_test_score,split87_test_score,split88_test_score,split89_test_score,split90_test_score,split91_test_score,split92_test_score,split93_test_score,split94_test_score,split95_test_score,split96_test_score,split97_test_score,split98_test_score,split99_test_score,mean_test_score,std_test_score,rank_test_score
0,0.002707996368408203,0.000552057265637322,0.0005112934112548828,5.3316775334161575e-05,0.001,0.1,"{'alpha': 0.001, 'l1_ratio': 0.1}",1.9533383626620306,2.3400059106319135,1.6878642933238468,1.9393356764902174,1.8585137161402323,1.8571885966615194,2.152707069020411,2.137636479961429,1.7637840749239617,1.8678626852990905,1.8719531018310762,2.075239462376173,1.9906834279897283,1.9256617463693844,1.8862531137857736,2.217803491621005,1.8785901550309172,1.7996971094522234,1.9022350281856408,2.0628630677543867,1.8818248867518539,1.7628955880935278,2.0209495700615903,2.169600340369465,1.8658669537260029,1.9133818993720977,1.973289445062044,2.1577015483060182,1.974744220125028,1.864871110729894,2.1525899401045794,1.750060829462423,1.8697446704923057,1.8437757543681317,1.9451648532707628,2.155144512733317,2.1629404569840784,1.9748454009397423,1.8296150572595522,1.9094231392421261,1.7843899273261952,1.9225174091259354,2.06787483356661,2.007442711464674,2.1216783366711485,1.8586336168005304,2.0432488480664026,1.7729344805251495,2.1080973699080743,1.8695215106720269,2.1795944466618407,1.811348043113405,1.9119003423719119,2.0146456254700706,1.7076706136574467,2.086666449356437,1.7196150776208172,2.176522372196002,2.117602172794446,1.8760740443321104,1.8160832354579826,1.9224625913610458,1.8170834005262768,2.0427611416351565,2.3654360324631343,1.8721140968680194,1.9242363094747568,2.0613389145238634,1.895784374957198,1.849177794121191,2.1555388427683844,1.924772856937601,1.8106105210435777,2.1598274583989396,1.900376289444549,1.849795525202176,1.8705928167512937,1.8246542606346219,1.851874834435091,2.221423745509664,1.6077035679619942,1.744633181158672,1.7415306609449601,2.320523052656953,1.8721058028018696,1.9786529985064236,1.9854901524636093,1.995253264446535,2.298735369575969,1.9391646100814584,2.1684318961692703,1.9382506581745889,1.6942531775620635,2.003691047769619,1.856054349619754,1.9457182501543853,2.0672753100850336,2.088425397933484,1.9324614208971655,1.8920471059722443,1.9571197129611733,0.1550508745321375,52
1,0.0024877071380615236,0.0005532265315691214,0.0005006718635559082,3.642563787735148e-05,0.001,0.3,"{'alpha': 0.001, 'l1_ratio': 0.3}",1.9527576796495962,2.3409171939306392,1.6870239012931865,1.9392086932798795,1.8583214108120958,1.8580295458116518,2.1523679507910067,2.1370689891322163,1.7626211011777924,1.867271303947456,1.8723742593295145,2.0749858572296067,1.990269185560969,1.926227874560366,1.8854281433154862,2.217877862538112,1.8795846957926865,1.7996931251358241,1.9019520348939416,2.0625629248712105,1.8811409316191958,1.762852735178334,2.0212386959719657,2.1693044096220095,1.8658310824067954,1.9130024585054832,1.9730609856000578,2.15725858683661,1.9742295043750746,1.8647735004874824,2.152343698413482,1.7499579998465618,1.8700436736818364,1.8433328431012537,1.9453215076100645,2.1548953688129666,2.1619039588359734,1.9759091039208847,1.8298464418634066,1.9098415976458902,1.7850405248710288,1.922411835627877,2.0677614054130786,2.0061185695249644,2.121966411374898,1.8582197280501145,2.0429696727747224,1.7726227487562074,2.107322881876122,1.869648423851339,2.179508046292742,1.8114631427344676,1.9115402068129659,2.0140894616583926,1.706876879327925,2.0860694096639825,1.7195898090922535,2.176572335252518,2.11713469711568,1.8760733695278597,1.8166296812798561,1.922623991227236,1.8170839194362285,2.041745260259289,2.365254993561297,1.8725688499914193,1.9237167943932658,2.060979233081674,1.89522890605966,1.8492584018255418,2.1551731666254734,1.9245465301330746,1.8107101606278584,2.158261649090867,1.8996935052344939,1.849676917953529,1.8704305863456487,1.8245512518706002,1.8517953286472209,2.2216091877633732,1.6076727348085895,1.7450057399582086,1.7415255991216885,2.3198305524147353,1.8723304633367952,1.9788105280373522,1.9853906277755173,1.995783636205771,2.298571216608455,1.9392410608572903,2.1687546182702024,1.9382961889840877,1.6942871414800225,2.004708369307983,1.8558606987357793,1.9458132294334853,2.0677957325455885,2.0891150474360964,1.933304181866013,1.8916874998542106,1.9570095555943319,0.15500866400375685,54
2,0.002446892261505127,0.0002626750908264766,0.0005117034912109374,5.487998091267933e-05,0.001,0.5,"{'alpha': 0.001, 'l1_ratio': 0.5}",1.9523759675620553,2.341926598468731,1.6860333138950727,1.9390828002232665,1.857832847886651,1.8587757531642553,2.1518633056624257,2.136553220312149,1.762934162437126,1.8667951001229761,1.8730297111160272,2.0745935022427995,1.989857573670128,1.9261519035208803,1.8844877930868384,2.2176461746168563,1.8805346548061912,1.7997944525468714,1.90165018332889,2.0621310197099914,1.8802443931689885,1.7628602532349227,2.0214256144223786,2.1690183984884666,1.8658451984752933,1.9125028485581619,1.9726447405715413,2.1569069426830834,1.9737977634277866,1.8645526095231137,2.151867373852752,1.7497047887357746,1.8702494116517405,1.8434798835088853,1.945265411079416,2.154372568459262,2.1614727432322343,1.9768436875698785,1.83000652907487,1.9102558202822548,1.7857578696317378,1.9220200270119283,2.067770968713281,2.0046904877939666,2.1221760697403393,1.85798254298285,2.042633198675942,1.7724178045820906,2.106430398398338,1.8697585679586883,2.179368809302236,1.8112640491369612,1.911102872844053,2.0139841495287696,1.7059314941302526,2.085181824207656,1.7193919427392776,2.1766839301171306,2.1167350458860463,1.8757715340021837,1.8165685361982258,1.9227348420156443,1.8171649755393466,2.0412588766870496,2.364983259736653,1.873033733103674,1.9231588225145946,2.060706744618628,1.894760101647031,1.8488987312529366,2.155188583322825,1.9243553380381135,1.8104898837450973,2.1570234894651086,1.8992802546443082,1.849773306102046,1.8702843981377375,1.8243680704749843,1.8518877150351558,2.2216005634371974,1.6075288850888645,1.7454162019762418,1.7414906235845722,2.31938482168256,1.872623069819678,1.9789836535518832,1.9851678325323563,1.9962133639618371,2.298381081404232,1.9393138500733724,2.1691842597334414,1.9383134450222537,1.6943081639986302,2.005287633442719,1.8552300031565718,1.945645518557963,2.0679797813152687,2.0897212983624716,1.9334956074311431,1.8914961534455708,1.9568710607962267,0.15497731130718975,55
3,0.002425825595855713,0.0005090839446054087,0.0005180716514587402,0.00011493485061919061,0.001,0.7,"{'alpha': 0.001, 'l1_ratio': 0.7}",1.9521292863202124,2.3420915953895296,1.6849076886880898,1.9390835802698012,1.8570169452125953,1.859376768756134,2.1512210544522663,2.1358812890979313,1.7630802622543114,1.8668206853163536,1.8737923359616186,2.0742077177762694,1.9893345862861629,1.92628505775294,1.883603678968423,2.2175932727136654,1.8811659251964932,1.7999992320575304,1.9011889395797275,2.0618639075664427,1.8791946319514343,1.7626949093329374,2.021692726584202,2.1686863650521095,1.865520587602441,1.9121863538531954,1.9721002284783813,2.1561278702227558,1.9733949455602855,1.8647221087205077,2.1513598105704617,1.7495015470914743,1.8704366073580556,1.8434842161186116,1.9448471568590586,2.1538244533959974,2.160979865985523,1.9785710817729074,1.8301679727003834,1.9110467515178353,1.7867315915603414,1.921497140356363,2.0676862100144078,2.003004017561377,2.1223194792895823,1.8579685193903852,2.042202640149682,1.7721700995255396,2.105896466167869,1.8697462128506388,2.1790572212926933,1.8108058132707598,1.9103109670480862,2.014010242297598,1.705284113206504,2.0844365752833243,1.7199196404278845,2.177030320053391,2.116569773049228,1.875179939301154,1.8165321104769112,1.9229812950062846,1.8174183234776282,2.040669037518129,2.364584580980894,1.8725690520387077,1.9224555628496796,2.0602648594997963,1.8945280698053846,1.8481288852944644,2.1548696711683006,1.9243286749981887,1.8105951307948072,2.1556753012646355,1.8988931277068744,1.8498538106203817,1.869958293753389,1.8242804739340344,1.8522796078710975,2.2216214795636056,1.607430210239111,1.7459555472117796,1.7412735526995766,2.3195370175233005,1.8730193605534198,1.9788100758757803,1.98514970014295,1.9963778687342575,2.2983322592184705,1.9394034647569331,2.169747279728842,1.938348136162063,1.6941841349714344,2.00595697386335,1.8552240268314075,1.9457767371561576,2.06829034138675,2.0902196242306172,1.9338534782297427,1.8912305942631555,1.9567361871484417,0.15492368491451494,56
4,0.0024184489250183103,0.0007010268501553416,0.0005030012130737304,5.7480011017454735e-05,0.001,0.9,"{'alpha': 0.001, 'l1_ratio': 0.9}",1.9522982385855105,2.341552532246301,1.6838769686174304,1.9399815512453837,1.856047357624361,1.8611839010384978,2.1504133715998117,2.1363492889216738,1.7640691738839263,1.867600487508784,1.8757527304819457,2.07383617362694,1.989300752316843,1.9274991531941337,1.8830459553626473,2.218060593435746,1.8816195885574905,1.8018155302028112,1.9008370877140395,2.0617041469387924,1.8784856545684658,1.763151745932362,2.0220914967402797,2.1688767659798396,1.8652414743470294,1.9128124571795335,1.972720939053513,2.1554625422177156,1.9734009063873974,1.8659860151780094,2.1522928438139184,1.749521446108708,1.8719099580370258,1.844041170876126,1.9434913827251132,2.153476863459716,2.1610290607614377,1.9812152007799406,1.8307706761426552,1.9127465804848673,1.7869341537523946,1.920774395066869,2.068158314652367,2.0016263905571723,2.12258397225308,1.8590059145139148,2.0420392718968503,1.772335353383814,2.105908641057013,1.8697147948315633,2.178870079801273,1.8105672784842712,1.9101174029932981,2.0146213341377757,1.7050529100368632,2.0848718657453906,1.7211960005088294,2.1783640981749484,2.1167591047684957,1.8744467023049503,1.8155885398717455,1.9240682319923796,1.818406210327212,2.041555594299717,2.3639544157924908,1.8722348274137328,1.9215115972480565,2.0602019811412404,1.8948841421378637,1.847756595528044,2.1542663618617897,1.9244270801241872,1.81145725908437,2.1537134666884015,1.8994401270625814,1.84952282345624,1.8696737709492857,1.8241392290523322,1.8538565617189826,2.221426729973478,1.607579143482855,1.7478621284411917,1.740932173989575,2.3212455366228633,1.8757145676802172,1.978577410433522,1.9849565344926727,1.9961258929120966,2.2986360396367282,1.9398011898723773,2.1723106509633445,1.9389550385376666,1.693970510156216,2.006572290779545,1.855779623268193,1.9455498311857806,2.0681347101311793,2.0922002706885072,1.9345346727905586,1.8910955322534257,1.957021370368405,0.15485740488579508,53
5,0.002220325469970703,0.0005988290247900986,0.000496666431427002,4.722507028755861e-05,0.001,0.95,"{'alpha': 0.001, 'l1_ratio': 0.95}",1.9523249139683545,2.3414702724162173,1.6834194809744016,1.940455601046095,1.855678461456148,1.861710370029848,2.15024568088561,2.13648569007647,1.7649504052951046,1.8680851533728742,1.876471496146409,2.073357032693322,1.9892672591808207,1.9280222488636267,1.882980572349022,2.2181251895350917,1.882067774567195,1.8027485803377203,1.9007854845243164,2.0615320466500386,1.878203529055373,1.763365357482373,2.0220967182259084,2.1690651399009355,1.8650058172231923,1.9129756628318528,1.9731802415860655,2.155219625377178,1.9733992387230583,1.8665187875325246,2.152851714799719,1.7492675076023023,1.8723275503861614,1.844301861043526,1.9430579665365506,2.153302888151601,2.1612708582606164,1.9818622110461277,1.8310405520444706,1.9132228462060177,1.7871969357978146,1.9207522158589583,2.068244704534817,2.0014330749087503,2.1226097227936007,1.8593239081547557,2.0420321747135035,1.7724856391802428,2.1060535908984517,1.8697036315267417,2.178823679022571,1.810496522721352,1.9100405585559541,2.0153317661843575,1.7049204062113537,2.085166993490719,1.7210236818517468,2.1789705482171686,2.116948624789115,1.8743082984405246,1.8154081071292303,1.9244862902432192,1.8187575042483588,2.042013847989186,2.3639802498007234,1.8722392455169743,1.9215886557761055,2.0601820955511974,1.8949880798867156,1.847585881941366,2.154149089061019,1.9246995193422918,1.8117494978246316,2.153302321721559,1.8995632725703342,1.8494081464798693,1.8695021353636327,1.8240160317960699,1.854571128491157,2.221425931381836,1.607609420262205,1.748481148530303,1.740469921956402,2.3220347092468483,1.876828662645038,1.9785537931310513,1.9847950021310492,1.9958128453367694,2.2987400374036078,1.9399948229577493,2.1733242162210877,1.9391805782875977,1.693758904281516,2.006387626192293,1.8556708155229555,1.9453039976783815,2.067987111674854,2.0929288021053085,1.9345931842596802,1.8909922597483686,1.957146513579253,0.15486998786654502,51
6,0.0023458409309387207,0.001117488232400926,0.000509638786315918,6.541316181146855e-05,0.001,0.98,"{'alpha': 0.001, 'l1_ratio': 0.98}",1.9523509382987514,2.3414597930756402,1.6830966603538837,1.9408543129671012,1.8554339770818686,1.861841884818539,2.1503109410689243,2.1365714141222805,1.7656138741554999,1.8684742818079876,1.8771949255600846,2.073393310550731,1.9892520131381246,1.9284078397563835,1.883174854686752,2.2181756004349915,1.8821765752998285,1.803368043461463,1.9008248898813827,2.061476566768899,1.8780288332336268,1.7635052296675506,2.0218011977266697,2.169190455919754,1.8649965269410127,1.9131037572940122,1.9737104099291842,2.155090721875213,1.9734512569794274,1.8669356139912938,2.1533055961423173,1.7491595060478906,1.8727413767148615,1.8443984860700022,1.9430676892328183,2.1531152679687384,2.161496397170344,1.9823462351712446,1.8311549806382872,1.9136904198291527,1.7874536306166393,1.920883610215655,2.0683280353718385,2.0009995417128756,2.1226835563102626,1.8595431627107006,2.0420921984126,1.7725905955563088,2.106284322655532,1.869712105921943,2.1788594351944344,1.8105036390866338,1.9100020517783571,2.01638134935719,1.704850951970712,2.0852486336697313,1.7206542953550088,2.1794888842825446,2.1170608437016125,1.8742875282676756,1.8149838629229829,1.9249389969248236,1.8190371219964796,2.042411032697017,2.3640190193363626,1.8722493838624168,1.9215886127816773,2.0601565652301055,1.8950571284641078,1.8472427222565022,2.154126925993003,1.9253299859488076,1.8119735130631347,2.153048873014822,1.8996532212971717,1.8493896975472492,1.8696184483057396,1.8239529686387101,1.8550305027105434,2.221424930888198,1.6075674950337673,1.7487976497247169,1.7402468313920048,2.322714639391286,1.8776496223398336,1.9785564115882799,1.9846963036376666,1.9957595628536473,2.2987822886676543,1.9401651395873127,2.174008312316425,1.9394821290791875,1.6936967691097848,2.006179503187923,1.8560555313734535,1.9452900255669305,2.067965416401632,2.093654488574309,1.9347030167629342,1.8909293748827312,1.957277850533321,0.15489313672342878,50
7,0.002301981449127197,0.001187474746514999,0.0005110478401184082,6.486652748067628e-05,0.001,0.99,"{'alpha': 0.001, 'l1_ratio': 0.99}",1.9523601543569364,2.3414562841728763,1.6829752445906074,1.9410036007143336,1.8554071573861743,1.8619887969921374,2.1503417180855298,2.1366007847335813,1.7658489471639163,1.868625580852466,1.8774638457309512,2.073409188241131,1.9892479499111775,1.9285539134882805,1.8832463917693707,2.2181947519044103,1.8823326952144879,1.8035820682459527,1.90084017457836,2.061460044090844,1.8779700763287555,1.7635546646296605,2.0216440819751167,2.1692351364909115,1.8650261008432913,1.9131523462116682,1.9740932381813376,2.1550491472539073,1.9734860888677472,1.8670974260319042,2.1534851851396746,1.7491232577744316,1.872952661511242,1.844436306595566,1.9430876756118596,2.153099322684016,2.1615777499456943,1.9825170416287992,1.831200687342178,1.9138681351614335,1.7875413268525815,1.9209270122589353,2.0683612430505676,2.0007349153404013,2.1227600583875588,1.859621966362893,2.042116458643154,1.7726275478064737,2.1063787509906073,1.869719987574241,2.178879706082287,1.810512752324696,1.9099917955304506,2.0164437461784894,1.7048310688961827,2.085275881968775,1.7204752100161746,2.1796768912220617,2.1171084931493773,1.8743384028996142,1.8147858019653278,1.92511527810308,1.8191407304522487,2.042566521306026,2.364039970327521,1.8722545926433964,1.9215840391429089,2.060144043689026,1.8950804339441476,1.8472768309962966,2.1541576525217616,1.9258827684539652,1.8120607215469373,2.152964488447159,1.8996854928427165,1.849383349557925,1.8696682840518746,1.8239336666998345,1.855189169104182,2.22142402457818,1.607552705558671,1.748871306598894,1.7402082257811058,2.3230334246460944,1.8779403000177932,1.9785593812091697,1.9846632754183005,1.9957694503647994,2.2987976704786117,1.940234459250512,2.1742511536922846,1.9397711575745393,1.6936763495857938,2.0062538728887667,1.8562084562965295,1.9452850968269397,2.067960324318685,2.093901156578348,1.9347473474905756,1.890907479140164,1.9573384929205935,0.1549011012978245,49
8,0.001910254955291748,0.0007461215597750528,0.000724344253540039,0.0022470398972707973,0.01,0.1,"{'alpha': 0.01, 'l1_ratio': 0.1}",1.9611383569802285,2.332800491650755,1.6968159613663707,1.9342808880428954,1.8701356623344745,1.87101508451619,2.153581502809896,2.1230648442824402,1.7346092619362985,1.8335948036286178,1.8611491281798462,2.085047772047154,1.9917691487427986,1.9269168445506852,1.8754809243627093,2.219473474464048,1.862378859376327,1.7858413208194064,1.8991220827592712,2.06385959592716,1.8839561766843278,1.7581491661172608,2.0191539273424284,2.1568457187621246,1.85436819999031,1.914457395370369,1.9700548862462046,2.173302091776438,1.9736109215512352,1.8580294184357793,2.1491261378639908,1.764308882044323,1.8460023787350732,1.8498849419450583,1.9260174205769582,2.150388695364607,2.1541615720299667,1.9741745614036408,1.823821097541898,1.9150498241932108,1.7677659650550688,1.930882152553384,2.08093917115616,1.9908384217652255,2.130343092060958,1.8587424537503356,2.0407543357057287,1.7655713617154083,2.095318646809145,1.8832688501863324,2.18587741341837,1.8289401905850258,1.9239273036132662,2.013811828242945,1.7092307245368132,2.0538148678893946,1.7084988832678076,2.170771368739396,2.0932724838035357,1.876983163083669,1.8240749598886032,1.9273541124172193,1.8228411253976393,2.030946821228268,2.357721227831662,1.8821741426576635,1.9233060332962948,2.058733544128231,1.8761732535023332,1.8415864722704132,2.1662493852532445,1.9300640761358538,1.8045184471190274,2.1424721105281734,1.9022710493202324,1.8462285594608194,1.8751641260217335,1.8435121696399954,1.8232023324808944,2.219503399469232,1.608377824694927,1.7283040226189765,1.766616470299327,2.2912288444938054,1.8481589466033472,1.9825246664757021,1.9945232378674769,1.988601020470435,2.3064757484984804,1.9428135201481058,2.1437018233213707,1.9440673726874684,1.693946035833329,1.982206976656269,1.8542174125559132,1.9432686151648046,2.0852769297337796,2.0731870156080245,1.9462984752292534,1.897467238105745,1.9542585164580482,0.1540302570554323,62
9,0.0018854284286499024,0.0005968222631381871,0.0005044984817504883,5.4482792502383716e-05,0.01,0.3,"{'alpha': 0.01, 'l1_ratio': 0.3}",1.9637199500408602,2.3304335301441177,1.6971592271005471,1.9319838691754612,1.8707487695512477,1.873065366260323,2.152532522657265,2.122242516548146,1.728876214249975,1.8290852686749106,1.8624965668117432,2.0843589109964253,1.9899815765681816,1.929312562381214,1.8732571376146019,2.220343091483193,1.8603454342992047,1.7833824167636996,1.8988643269742307,2.0605227034390112,1.8833616359318133,1.7584955505173383,2.0195253926998395,2.154306337666121,1.8526571204578688,1.913416522149624,1.9698090177754601,2.175413922928536,1.9716157346264074,1.8577851787648805,2.150125957423428,1.7653062912999948,1.8449967756090513,1.849156439032897,1.925229313349763,2.147191019233105,2.153740849348508,1.9750203957863186,1.8230898800919078,1.9161011613073655,1.7675582787709359,1.9310028633954732,2.082133258085472,1.9890898979560467,2.13090340577623,1.8600672887408334,2.0401708452613874,1.765324701046102,2.0950139545262916,1.885217507542781,2.1835590810188776,1.8306226143977395,1.9244556436313447,2.014471805436347,1.7093935745057793,2.0496252206145313,1.7082572323834735,2.1707288467467607,2.0906778234092496,1.8775614328386003,1.8263626923925447,1.9279544404253268,1.8235658003876423,2.0272820537174754,2.3547374486083466,1.8838468780349038,1.9218967018114044,2.058749456176209,1.8740950046830385,1.841563022299292,2.16948972369481,1.9296996983439418,1.8036089930963504,2.139725335752596,1.9016686966445846,1.847336216767921,1.877014267901093,1.8472835268378145,1.822017996108969,2.218517766396516,1.6061311439747699,1.7268357155495633,1.7711619631807622,2.2866740733363917,1.845915387581184,1.9830533691507966,1.993298336411788,1.9890550086612742,2.306295252379917,1.9432863373825955,2.143119172803278,1.9438622660569187,1.6929295430050149,1.9811773567784783,1.8539516514635608,1.9438720525037296,2.0866459744575767,2.071388933298182,1.949501550641259,1.899262811695106,1.9538872535421177,0.15373671001760372,64
