,ModelName,F1_score,Elapsed Time [s]
0,modelsmall,0.8503443957420163,87.61976175699965
1,modelstd,0.8749222153080274,231.6092848829976
2,modeldeep,0.8223791417707768,350.02423603900024
3,modelpyramid,0.8515309069901791,629.784599134
