,ModelName,F1_score,Elapsed Time [s]
0,model10,0.8511979823455234,91.38649561100101
1,model100,0.8825396825396825,234.67164016600145
2,model1000,0.8737373737373737,2435.5788072329997
3,modellarge,0.85546875,2612.012141141
