,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.4362336158752441,0.10866940514052198,0.005585098266601562,0.0013529018068338023,balanced,gini,2,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 2}",0.5445095420780297,0.575427701744771,0.6054251669745266,0.6294587386538023,0.5473728572563146,0.5804388013414888,0.03297469384326094,8
1,0.645274543762207,0.09555948011588532,0.0061838626861572266,0.0011626222821826421,balanced,gini,3,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3}",0.5664008727714352,0.6153238028339341,0.6219893986867489,0.6222462333057498,0.5596663327603125,0.5971253280716361,0.028027254072550283,4
2,0.9055793285369873,0.03148770251695563,0.006585550308227539,0.0007956541943317771,balanced,gini,4,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4}",0.5882909169503432,0.6348659580544813,0.6173804662220844,0.6224345359939948,0.5347572176292307,0.5995458189700268,0.03581540427727463,1
3,0.8595018863677979,0.047064366041501646,0.005585336685180664,0.0007975221940914021,balanced,gini,5,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5}",0.5840377000208414,0.6283606974967002,0.6331312815599149,0.6106579321546696,0.5355674315769517,0.5983510085618156,0.035800440021079766,2
4,0.4829082012176514,0.009469705605126506,0.004588127136230469,0.0004886166437687896,balanced,entropy,2,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2}",0.5456686916404861,0.575427701744771,0.6054251669745266,0.6294587386538023,0.5473907908456712,0.5806742179718515,0.032720752626495,7
5,0.7322420597076416,0.043907136334884724,0.004587793350219726,0.0004886361318884752,balanced,entropy,3,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3}",0.5693321960545173,0.6184474600344272,0.6219893986867489,0.6222462333057498,0.5596791424669959,0.5983388861096878,0.027825264012666138,3
6,0.9713568210601806,0.05808210089508766,0.004986906051635742,0.000892229890634926,balanced,entropy,4,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 4}",0.5630874546825269,0.6271796771877822,0.6209633411814136,0.621713349507723,0.5164508658080748,0.5898789376735041,0.04354418534159458,5
7,1.1827897548675537,0.05447642578311481,0.0037923336029052736,0.0009739837951758461,balanced,entropy,5,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5}",0.5614709492161268,0.6295725941535635,0.6172056137258569,0.5997696814738336,0.4983321761898296,0.5812702029518422,0.047407662208876045,6
