,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
169,0.04469633102416992,0.00605994372840895,0.0028424501419067384,0.0005388292849490529,58.49246231155779,{'alpha': 58.49246231155779},-1.4674957700706495,-1.4851422599425277,-1.577280406595995,-1.5935159356618631,-1.1580389085770344,-1.8461625467832115,-1.678257408108313,-1.529697144476017,-1.6541698797973345,-1.5649686139133574,-1.5554728873926302,0.16811756300910757,132
170,0.04746437072753906,0.011053859624533644,0.0025849342346191406,0.0006352192963695819,58.5427135678392,{'alpha': 58.5427135678392},-1.467498576585864,-1.48514209592993,-1.5772711645553292,-1.5935159131558565,-1.1580379791595548,-1.8461610683865448,-1.6782658238507806,-1.5296996947487975,-1.6541670985663506,-1.5649711585700576,-1.5554730573509068,0.1681176933922507,133
171,0.045178699493408206,0.0073298657816034535,0.0035583019256591798,0.001896008205290133,58.5929648241206,{'alpha': 58.5929648241206},-1.4675013829718255,-1.4851419318223307,-1.5772619274536557,-1.5935158887158027,-1.1580370511747808,-1.8461595878464965,-1.6782742481807298,-1.5297022478008073,-1.654164316876214,-1.5649737030619555,-1.5554732285904598,0.16811782376535694,134
172,0.04408209323883057,0.0034199518253626147,0.0035905361175537108,0.0018495837675243795,58.64321608040201,{'alpha': 58.64321608040201},-1.4675041892292622,-1.485141767620506,-1.5772526952816635,-1.593515862346571,-1.1580361246197777,-1.8461581051681837,-1.678282681079824,-1.5297048036295207,-1.6541615347285963,-1.5649762473898636,-1.5554734011093767,0.1681179541287866,136
173,0.041891169548034665,0.005062021174123105,0.0033673763275146483,0.001909309222358407,58.69346733668342,{'alpha': 58.69346733668342},-1.467506995358898,-1.4851416033252265,-1.5772434680300678,-1.5935158340530156,-1.1580351994916187,-1.8461566203567112,-1.6782911225297878,-1.529707362232408,-1.6541587521251617,-1.5649787915545927,-1.5554735749057487,0.16811808448290047,137
174,0.0433802604675293,0.005615403446981934,0.0029309988021850586,0.000334550344309028,58.743718592964825,{'alpha': 58.743718592964825},-1.467509801361455,-1.4851414389372604,-1.5772342456896036,-1.5935158038399742,-1.1580342757873838,-1.8461551334171644,-1.6782995725123835,-1.5297099236069411,-1.6541559690675702,-1.5649813355569477,-1.5554737499776685,0.16811821482805678,139
175,0.04530131816864014,0.004298503851533664,0.003268885612487793,0.000790627011095617,58.79396984924623,{'alpha': 58.79396984924623},-1.4675126072376519,-1.4851412744573718,-1.5772250282510347,-1.593515771712269,-1.1580333535041627,-1.846153644354616,-1.6783080310094398,-1.529712487750589,-1.6541531855574747,-1.5649838793977324,-1.5554739263232342,0.1681183451646143,140
176,0.044782257080078124,0.0034403703964371586,0.0028897523880004883,0.0002985176419833251,58.84422110552764,{'alpha': 58.84422110552764},-1.4675154129882033,-1.4851411098863196,-1.577215815705147,-1.593515737674706,-1.1580324326390528,-1.8461521531741205,-1.6783164980028273,-1.529715054660819,-1.6541504015965207,-1.5649864230777435,-1.5554741039405457,0.1681184754929296,141
177,0.04557819366455078,0.00608339630566352,0.0030105113983154297,0.0007238760836178501,58.89447236180904,{'alpha': 58.89447236180904},-1.4675182186138196,-1.485140945224862,-1.5772066080427496,-1.593515701732076,-1.15803151318916,-1.846150659880719,-1.6783249734744705,-1.5297176243350992,-1.65414761718635,-1.5649889665977788,-1.5554742828277086,0.16811860581335897,143
178,0.06099016666412353,0.014843953180817201,0.0034842491149902344,0.0009838557812991333,58.94472361809045,{'alpha': 58.94472361809045},-1.46752102411521,-1.485140780473751,-1.5771974052546756,-1.5935156638891537,-1.1580305951515981,-1.8461491644794343,-1.6783334574063467,-1.5297201967708955,-1.6541448323285983,-1.5649915099586291,-1.555474462982829,0.16811873612625744,144
179,0.049637651443481444,0.007978972666647592,0.004116344451904297,0.002017203698681674,58.99497487437186,{'alpha': 58.99497487437186},-1.4675238294930786,-1.485140615633737,-1.5771882073317818,-1.5935156241506983,-1.1580296785234883,-1.8461476669752759,-1.67834194978048,-1.529722771965673,-1.6541420470248929,-1.564994053161083,-1.5554746444040188,0.1681188664319791,145
180,0.041894054412841795,0.0035018069577283737,0.004472994804382324,0.003559617615161139,59.04522613065327,{'alpha': 59.04522613065327},-1.467526634748126,-1.4851404507055652,-1.5771790142649487,-1.5935155825214529,-1.1580287633019608,-1.8461461673732378,-1.6783504505789513,-1.5297253499168946,-1.6541392612768582,-1.5649965962059253,-1.555474827089392,0.16811899673087752,147
181,0.04564952850341797,0.0076634440687655845,0.0031908750534057617,0.0017146812636088824,59.095477386934675,{'alpha': 59.095477386934675},-1.4675294398810503,-1.4851402856899785,-1.5771698260450822,-1.593515539006147,-1.158027849484154,-1.8461446656782958,-1.678358959783886,-1.529727930622024,-1.6541364750861094,-1.5649991390939382,-1.5554750110370665,0.1681191270233042,148
182,0.048393535614013675,0.003622951383480792,0.0038665771484375,0.002845068504904053,59.14572864321608,{'alpha': 59.14572864321608},-1.467532244892547,-1.4851401205877137,-1.5771606426631084,-1.5935154936094935,-1.1580269370672138,-1.8461431618954152,-1.6783674773774613,-1.5297305140785231,-1.6541336884542601,-1.565001681825899,-1.5554751962451636,0.16811925730961103,149
183,0.04337048530578613,0.005817260430429434,0.003285670280456543,0.0019498125338714084,59.19597989949749,{'alpha': 59.19597989949749},-1.4675350497833064,-1.4851399553995082,-1.5771514641099789,-1.593515446336188,-1.1580260260482955,-1.8461416560295432,-1.6783760033419077,-1.5297331002838517,-1.6541309013829133,-1.5650042244025844,-1.5554753827118075,0.16811938759014794,151
184,0.04765176773071289,0.01152985354145363,0.003564763069152832,0.0008163570315879468,59.246231155778894,{'alpha': 59.246231155778894},-1.467537854554017,-1.4851397901260932,-1.577142290376667,-1.5935153971909146,-1.1580251164245585,-1.84614014808561,-1.6783845376595024,-1.5297356892354712,-1.65412811387367,-1.5650067668247643,-1.5554755704351266,0.16811951786526458,152
185,0.04666557312011719,0.004719038192456489,0.004479217529296875,0.0023914250684248053,59.2964824120603,{'alpha': 59.2964824120603},-1.467540659205363,-1.4851396247681963,-1.5771331214541722,-1.5935153461783387,-1.1580242081931744,-1.8461386380685343,-1.678393080312574,-1.5297382809308395,-1.654125325928123,-1.5650093090932073,-1.5554757594132522,0.16811964813530927,154
