,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
64,0.04478099346160889,0.0029742261379501977,0.0029912948608398437,0.001092233176290774,15.765765765765765,{'alpha': 15.765765765765765},-1.438451540467496,-1.4974377964752044,-1.6237693855988695,-1.692056071559862,-1.2252896635447887,-1.8119040573698015,-1.7488279640356812,-1.5505803854073683,-1.668576191944882,-1.6132287083441543,-1.5870121764748109,0.16085717222446824,24
65,0.043365764617919925,0.004040903037004169,0.002895069122314453,0.000543856889925258,15.855855855855856,{'alpha': 15.855855855855856},-1.4384716981416776,-1.4973224699642096,-1.6237348529804794,-1.6921527312314386,-1.2252594940507595,-1.8118868285834284,-1.7488769195614526,-1.5505855989151338,-1.668582425500802,-1.613191232416545,-1.5870064251345926,0.16087615098461075,21
66,0.04356696605682373,0.00359646651919222,0.003287053108215332,0.0007797109887880943,15.945945945945946,{'alpha': 15.945945945945946},-1.438491839007024,-1.4972077732122597,-1.6237003636627279,-1.6922487669441422,-1.225229384378123,-1.811869706493663,-1.7489259316987027,-1.5505910546920585,-1.6685887376539883,-1.6131540329128802,-1.5870007590655573,0.16089508225361665,17
67,0.044775867462158205,0.003126744644152489,0.0029919624328613283,0.000772540182536523,16.036036036036037,{'alpha': 16.036036036036037},-1.4385119622824998,-1.4970937006268452,-1.623665917313831,-1.6923441846105303,-1.2251993342653342,-1.8118526896386817,-1.7489749995273303,-1.550596748802776,-1.6685951274212403,-1.6131171073344432,-1.586995177182351,0.1609139663146448,14
68,0.0503631591796875,0.01482880488296645,0.002802133560180664,0.0007489137674741387,16.126126126126124,{'alpha': 16.126126126126124},-1.4385320672119362,-1.4969802466880218,-1.6236315136074355,-1.6924389900593162,-1.225169343449168,-1.8118357765811028,-1.7490241221391758,-1.5506026773698633,-1.6686015938326895,-1.6130804532199288,-1.5869896784158637,0.16093280344848854,10
69,0.04357743263244629,0.00449888876849178,0.0028779983520507814,0.00041760189599043693,16.216216216216218,{'alpha': 16.216216216216218},-1.4385521530632435,-1.496867405947147,-1.6235971522224588,-1.6925331890369244,-1.225139411664962,-1.8118189659075092,-1.7490732986378763,-1.550608836573006,-1.6686081359316456,-1.6130440681446918,-1.5869842617129464,0.16095159393358383,6
70,0.05033063888549805,0.007054899039591251,0.0035231828689575194,0.0015554372079062482,16.306306306306304,{'alpha': 16.306306306306304},-1.4385722191276962,-1.496755173025749,-1.6235628328430285,-1.6926267872090868,-1.225109538646771,-1.8118022562279448,-1.7491225281387677,-1.550615222648215,-1.668614752774367,-1.6130079497200052,-1.586978926036163,0.16097033804602698,2
71,0.05025849342346191,0.011577019967382028,0.0040904760360717775,0.002692494039304266,16.396396396396398,{'alpha': 16.396396396396398},-1.43859226471917,-1.4966435426143965,-1.6235285551582177,-1.6927657801735332,-1.225079724127495,-1.8117856461754467,-1.7491718097686606,-1.5506218318870226,-1.6686214434299422,-1.6129720955923557,-1.5869782693646242,0.16099205748980502,1
72,0.040301179885864256,0.005021565960923885,0.0027834892272949217,0.0006103657910804459,16.486486486486484,{'alpha': 16.486486486486484},-1.4386122891735005,-1.4965325094714423,-1.6234943188620623,-1.6929259408631392,-1.2250499678389979,-1.8117691344055447,-1.7492211426658133,-1.5506286606358668,-1.6686282069799718,-1.6129365034427547,-1.5869798674339093,0.16101516859411755,3
73,0.04638628959655762,0.010827061697363876,0.004229974746704101,0.0025469711197527315,16.576576576576578,{'alpha': 16.576576576576578},-1.4386322918477523,-1.4964220684220908,-1.6234601236533261,-1.6930852857672205,-1.2250202695122934,-1.811752719595845,-1.7492705259797277,-1.5506357052948185,-1.6686350425185257,-1.6129011709860464,-1.5869815203577646,0.16103822843527363,4
74,0.04509472846984863,0.0076915802342144846,0.0028455972671508787,0.0005391856386853967,16.666666666666664,{'alpha': 16.666666666666664},-1.4386522721196222,-1.4963122143571692,-1.6234259692354522,-1.6932438225705717,-1.2249906288776213,-1.8117364004455656,-1.7493199588710482,-1.550642962317511,-1.668641949151893,-1.61286609597025,-1.5869832273916704,0.16106123728963245,5
75,0.041063761711120604,0.0026618918019039174,0.003423762321472168,0.0019277125466494907,16.756756756756758,{'alpha': 16.756756756756758},-1.4386722293867997,-1.4962029422321104,-1.6233918553164006,-1.693401558849362,-1.2249610456646007,-1.811720175675102,-1.7493694405114129,-1.5506504282096845,-1.6686489259983661,-1.6128312761758978,-1.5869849878019737,0.1610841954315443,7
76,0.044953227043151855,0.006670179371975819,0.0028122901916503907,0.0006385579736933767,16.846846846846844,{'alpha': 16.846846846846844},-1.438692163066391,-1.4960942470658913,-1.623357781608549,-1.693558502073248,-1.2249315196023312,-1.8117040440256138,-1.7494189700832967,-1.5506580995290864,-1.6686559721881373,-1.6127967094154319,-1.5869868008657977,0.1611071031333547,8
77,0.04856560230255127,0.012760867407291883,0.0026775360107421874,0.0004485090007353514,16.936936936936938,{'alpha': 16.936936936936938},-1.4387120725942353,-1.4959861239400267,-1.623323747828613,-1.69371465960733,-1.224902050419508,-1.811688004258587,-1.7494685467799276,-1.5506659728839491,-1.668663086863074,-1.6127623935325728,-1.5869886658707824,0.16112996066543478,9
78,0.04422385692596435,0.004187496392848089,0.0031299591064453125,0.00034835503319780367,17.027027027027025,{'alpha': 17.027027027027025},-1.4387319574244641,-1.495878567997483,-1.623289753697501,-1.6938700387141616,-1.2248726378445098,-1.8116720551554504,-1.749518169805136,-1.5506740449329761,-1.668670269176555,-1.6127283264016958,-1.5869905821149932,0.1611527682961758,11
79,0.04236102104187012,0.003967655195002983,0.003104400634765625,0.0008276568803469535,17.117117117117118,{'alpha': 17.117117117117118},-1.4387518170289333,-1.4957715744418245,-1.6232557989402139,-1.6940246465556434,-1.224843281605527,-1.8116561955171846,-1.7495678383731852,-1.5506823123842182,-1.6686775182933273,-1.6126945059272708,-1.5869925489067327,0.16117552629199391,12
